case:concept:name,concept:name,time:start,time:end,case:dims,case:threads
V3R61,"matmul(A,T_BCD)",1652347207.00888,1652347207.046158,"[300, 4000, 30, 320, 3000]",4
V4R42,"matmul(C,D)",1652347207.048179,1652347207.048898,"[300, 4000, 30, 320, 3000]",4
V4R42,"matmul(B,T_CD)",1652347207.048898,1652347207.053255,"[300, 4000, 30, 320, 3000]",4
V4R42,"matmul(A,T_BCD)",1652347207.053255,1652347207.091351,"[300, 4000, 30, 320, 3000]",4
V1R3,"matmul(A,B)",1652347207.092192,1652347207.092804,"[300, 4000, 30, 320, 3000]",4
V1R3,"matmul(T_AB,C)",1652347207.092804,1652347207.092897,"[300, 4000, 30, 320, 3000]",4
V1R3,"matmul(T_ABC,D)",1652347207.092897,1652347207.096565,"[300, 4000, 30, 320, 3000]",4
V5R62,"matmul(A,B)",1652347207.097649,1652347207.098508,"[300, 4000, 30, 320, 3000]",4
V5R62,"matmul(C,D)",1652347207.098508,1652347207.098509,"[300, 4000, 30, 320, 3000]",4
V5R62,"matmul(T_AB,T_CD)",1652347207.098509,1652347207.098957,"[300, 4000, 30, 320, 3000]",4
V1R40,"matmul(A,B)",1652347207.100045,1652347207.10051,"[300, 4000, 30, 320, 3000]",4
V1R40,"matmul(T_AB,C)",1652347207.10051,1652347207.100639,"[300, 4000, 30, 320, 3000]",4
V1R40,"matmul(T_ABC,D)",1652347207.100639,1652347207.103476,"[300, 4000, 30, 320, 3000]",4
V5R58,"matmul(A,B)",1652347207.104488,1652347207.105206,"[300, 4000, 30, 320, 3000]",4
V5R58,"matmul(C,D)",1652347207.105206,1652347207.105207,"[300, 4000, 30, 320, 3000]",4
V5R58,"matmul(T_AB,T_CD)",1652347207.105207,1652347207.10573,"[300, 4000, 30, 320, 3000]",4
V3R1,"matmul(B,C)",1652347207.106722,1652347207.10727,"[300, 4000, 30, 320, 3000]",4
V3R1,"matmul(T_BC,D)",1652347207.10727,1652347207.136012,"[300, 4000, 30, 320, 3000]",4
V3R1,"matmul(A,T_BCD)",1652347207.136012,1652347207.165653,"[300, 4000, 30, 320, 3000]",4
V5R20,"matmul(A,B)",1652347207.167034,1652347207.167951,"[300, 4000, 30, 320, 3000]",4
V5R20,"matmul(C,D)",1652347207.167951,1652347207.167953,"[300, 4000, 30, 320, 3000]",4
V5R20,"matmul(T_AB,T_CD)",1652347207.167953,1652347207.168462,"[300, 4000, 30, 320, 3000]",4
V4R54,"matmul(C,D)",1652347207.170069,1652347207.170874,"[300, 4000, 30, 320, 3000]",4
V4R54,"matmul(B,T_CD)",1652347207.170874,1652347207.175617,"[300, 4000, 30, 320, 3000]",4
V4R54,"matmul(A,T_BCD)",1652347207.175617,1652347207.204735,"[300, 4000, 30, 320, 3000]",4
V1R36,"matmul(A,B)",1652347207.205618,1652347207.206163,"[300, 4000, 30, 320, 3000]",4
V1R36,"matmul(T_AB,C)",1652347207.206163,1652347207.206348,"[300, 4000, 30, 320, 3000]",4
V1R36,"matmul(T_ABC,D)",1652347207.206348,1652347207.209214,"[300, 4000, 30, 320, 3000]",4
V5R38,"matmul(A,B)",1652347207.210376,1652347207.211091,"[300, 4000, 30, 320, 3000]",4
V5R38,"matmul(C,D)",1652347207.211091,1652347207.211109,"[300, 4000, 30, 320, 3000]",4
V5R38,"matmul(T_AB,T_CD)",1652347207.211109,1652347207.211529,"[300, 4000, 30, 320, 3000]",4
V4R53,"matmul(C,D)",1652347207.212522,1652347207.213027,"[300, 4000, 30, 320, 3000]",4
V4R53,"matmul(B,T_CD)",1652347207.213027,1652347207.217004,"[300, 4000, 30, 320, 3000]",4
V4R53,"matmul(A,T_BCD)",1652347207.217004,1652347207.24886,"[300, 4000, 30, 320, 3000]",4
V4R18,"matmul(C,D)",1652347207.249654,1652347207.25026,"[300, 4000, 30, 320, 3000]",4
V4R18,"matmul(B,T_CD)",1652347207.25026,1652347207.254115,"[300, 4000, 30, 320, 3000]",4
V4R18,"matmul(A,T_BCD)",1652347207.254115,1652347207.285104,"[300, 4000, 30, 320, 3000]",4
V1R8,"matmul(A,B)",1652347207.28591,1652347207.286459,"[300, 4000, 30, 320, 3000]",4
V1R8,"matmul(T_AB,C)",1652347207.286459,1652347207.286601,"[300, 4000, 30, 320, 3000]",4
V1R8,"matmul(T_ABC,D)",1652347207.286601,1652347207.289261,"[300, 4000, 30, 320, 3000]",4
V4R67,"matmul(C,D)",1652347207.29032,1652347207.290823,"[300, 4000, 30, 320, 3000]",4
V4R67,"matmul(B,T_CD)",1652347207.290823,1652347207.294675,"[300, 4000, 30, 320, 3000]",4
V4R67,"matmul(A,T_BCD)",1652347207.294675,1652347207.325956,"[300, 4000, 30, 320, 3000]",4
V5R64,"matmul(A,B)",1652347207.326757,1652347207.327554,"[300, 4000, 30, 320, 3000]",4
V5R64,"matmul(C,D)",1652347207.327554,1652347207.327555,"[300, 4000, 30, 320, 3000]",4
V5R64,"matmul(T_AB,T_CD)",1652347207.327555,1652347207.327918,"[300, 4000, 30, 320, 3000]",4
V3R21,"matmul(B,C)",1652347207.328984,1652347207.329552,"[300, 4000, 30, 320, 3000]",4
V3R21,"matmul(T_BC,D)",1652347207.329552,1652347207.356166,"[300, 4000, 30, 320, 3000]",4
V3R21,"matmul(A,T_BCD)",1652347207.356166,1652347207.387124,"[300, 4000, 30, 320, 3000]",4
V2R19,"matmul(B,C)",1652347207.388228,1652347207.388795,"[300, 4000, 30, 320, 3000]",4
V2R19,"matmul(A,T_BC)",1652347207.388795,1652347207.392434,"[300, 4000, 30, 320, 3000]",4
V2R19,"matmul(T_ABC,D)",1652347207.392434,1652347207.39521,"[300, 4000, 30, 320, 3000]",4
V5R5,"matmul(A,B)",1652347207.396274,1652347207.396996,"[300, 4000, 30, 320, 3000]",4
V5R5,"matmul(C,D)",1652347207.396996,1652347207.396997,"[300, 4000, 30, 320, 3000]",4
V5R5,"matmul(T_AB,T_CD)",1652347207.396997,1652347207.397355,"[300, 4000, 30, 320, 3000]",4
V3R2,"matmul(B,C)",1652347207.398632,1652347207.399279,"[300, 4000, 30, 320, 3000]",4
V3R2,"matmul(T_BC,D)",1652347207.399279,1652347207.427243,"[300, 4000, 30, 320, 3000]",4
V3R2,"matmul(A,T_BCD)",1652347207.427243,1652347207.457475,"[300, 4000, 30, 320, 3000]",4
V1R33,"matmul(A,B)",1652347207.458558,1652347207.459061,"[300, 4000, 30, 320, 3000]",4
V1R33,"matmul(T_AB,C)",1652347207.459061,1652347207.459221,"[300, 4000, 30, 320, 3000]",4
V1R33,"matmul(T_ABC,D)",1652347207.459221,1652347207.461846,"[300, 4000, 30, 320, 3000]",4
V4R19,"matmul(C,D)",1652347207.462887,1652347207.463447,"[300, 4000, 30, 320, 3000]",4
V4R19,"matmul(B,T_CD)",1652347207.463447,1652347207.46712,"[300, 4000, 30, 320, 3000]",4
V4R19,"matmul(A,T_BCD)",1652347207.46712,1652347207.498184,"[300, 4000, 30, 320, 3000]",4
V4R44,"matmul(C,D)",1652347207.499162,1652347207.499762,"[300, 4000, 30, 320, 3000]",4
V4R44,"matmul(B,T_CD)",1652347207.499762,1652347207.503465,"[300, 4000, 30, 320, 3000]",4
V4R44,"matmul(A,T_BCD)",1652347207.503465,1652347207.534789,"[300, 4000, 30, 320, 3000]",4
V3R3,"matmul(B,C)",1652347207.535576,1652347207.536206,"[300, 4000, 30, 320, 3000]",4
V3R3,"matmul(T_BC,D)",1652347207.536206,1652347207.564905,"[300, 4000, 30, 320, 3000]",4
V3R3,"matmul(A,T_BCD)",1652347207.564905,1652347207.603344,"[300, 4000, 30, 320, 3000]",4
V4R20,"matmul(C,D)",1652347207.604272,1652347207.604949,"[300, 4000, 30, 320, 3000]",4
V4R20,"matmul(B,T_CD)",1652347207.604949,1652347207.609844,"[300, 4000, 30, 320, 3000]",4
V4R20,"matmul(A,T_BCD)",1652347207.609844,1652347207.643103,"[300, 4000, 30, 320, 3000]",4
V1R51,"matmul(A,B)",1652347207.643923,1652347207.644456,"[300, 4000, 30, 320, 3000]",4
V1R51,"matmul(T_AB,C)",1652347207.644456,1652347207.644638,"[300, 4000, 30, 320, 3000]",4
V1R51,"matmul(T_ABC,D)",1652347207.644638,1652347207.647219,"[300, 4000, 30, 320, 3000]",4
V2R36,"matmul(B,C)",1652347207.648417,1652347207.649045,"[300, 4000, 30, 320, 3000]",4
V2R36,"matmul(A,T_BC)",1652347207.649045,1652347207.652469,"[300, 4000, 30, 320, 3000]",4
V2R36,"matmul(T_ABC,D)",1652347207.652469,1652347207.654836,"[300, 4000, 30, 320, 3000]",4
V2R43,"matmul(B,C)",1652347207.655832,1652347207.656333,"[300, 4000, 30, 320, 3000]",4
V2R43,"matmul(A,T_BC)",1652347207.656333,1652347207.65958,"[300, 4000, 30, 320, 3000]",4
V2R43,"matmul(T_ABC,D)",1652347207.65958,1652347207.662074,"[300, 4000, 30, 320, 3000]",4
V2R67,"matmul(B,C)",1652347207.662979,1652347207.663606,"[300, 4000, 30, 320, 3000]",4
V2R67,"matmul(A,T_BC)",1652347207.663606,1652347207.666626,"[300, 4000, 30, 320, 3000]",4
V2R67,"matmul(T_ABC,D)",1652347207.666626,1652347207.669193,"[300, 4000, 30, 320, 3000]",4
V5R12,"matmul(A,B)",1652347207.670087,1652347207.670761,"[300, 4000, 30, 320, 3000]",4
V5R12,"matmul(C,D)",1652347207.670761,1652347207.670762,"[300, 4000, 30, 320, 3000]",4
V5R12,"matmul(T_AB,T_CD)",1652347207.670762,1652347207.671155,"[300, 4000, 30, 320, 3000]",4
V3R20,"matmul(B,C)",1652347207.672027,1652347207.67258,"[300, 4000, 30, 320, 3000]",4
V3R20,"matmul(T_BC,D)",1652347207.67258,1652347207.704649,"[300, 4000, 30, 320, 3000]",4
V3R20,"matmul(A,T_BCD)",1652347207.704649,1652347207.737044,"[300, 4000, 30, 320, 3000]",4
V2R53,"matmul(B,C)",1652347207.738184,1652347207.738808,"[300, 4000, 30, 320, 3000]",4
V2R53,"matmul(A,T_BC)",1652347207.738808,1652347207.742279,"[300, 4000, 30, 320, 3000]",4
V2R53,"matmul(T_ABC,D)",1652347207.742279,1652347207.744853,"[300, 4000, 30, 320, 3000]",4
V4R41,"matmul(C,D)",1652347207.745916,1652347207.746487,"[300, 4000, 30, 320, 3000]",4
V4R41,"matmul(B,T_CD)",1652347207.746487,1652347207.750356,"[300, 4000, 30, 320, 3000]",4
V4R41,"matmul(A,T_BCD)",1652347207.750356,1652347207.780638,"[300, 4000, 30, 320, 3000]",4
V2R44,"matmul(B,C)",1652347207.781594,1652347207.782153,"[300, 4000, 30, 320, 3000]",4
V2R44,"matmul(A,T_BC)",1652347207.782153,1652347207.786039,"[300, 4000, 30, 320, 3000]",4
V2R44,"matmul(T_ABC,D)",1652347207.786039,1652347207.788532,"[300, 4000, 30, 320, 3000]",4
V1R61,"matmul(A,B)",1652347207.789692,1652347207.790232,"[300, 4000, 30, 320, 3000]",4
V1R61,"matmul(T_AB,C)",1652347207.790232,1652347207.79039,"[300, 4000, 30, 320, 3000]",4
V1R61,"matmul(T_ABC,D)",1652347207.79039,1652347207.79356,"[300, 4000, 30, 320, 3000]",4
V2R23,"matmul(B,C)",1652347207.794701,1652347207.795302,"[300, 4000, 30, 320, 3000]",4
V2R23,"matmul(A,T_BC)",1652347207.795302,1652347207.798963,"[300, 4000, 30, 320, 3000]",4
V2R23,"matmul(T_ABC,D)",1652347207.798963,1652347207.801274,"[300, 4000, 30, 320, 3000]",4
V1R53,"matmul(A,B)",1652347207.802263,1652347207.802776,"[300, 4000, 30, 320, 3000]",4
V1R53,"matmul(T_AB,C)",1652347207.802776,1652347207.802916,"[300, 4000, 30, 320, 3000]",4
V1R53,"matmul(T_ABC,D)",1652347207.802916,1652347207.805324,"[300, 4000, 30, 320, 3000]",4
V2R64,"matmul(B,C)",1652347207.806409,1652347207.806886,"[300, 4000, 30, 320, 3000]",4
V2R64,"matmul(A,T_BC)",1652347207.806886,1652347207.810846,"[300, 4000, 30, 320, 3000]",4
V2R64,"matmul(T_ABC,D)",1652347207.810846,1652347207.813424,"[300, 4000, 30, 320, 3000]",4
V4R11,"matmul(C,D)",1652347207.814556,1652347207.815054,"[300, 4000, 30, 320, 3000]",4
V4R11,"matmul(B,T_CD)",1652347207.815054,1652347207.819562,"[300, 4000, 30, 320, 3000]",4
V4R11,"matmul(A,T_BCD)",1652347207.819562,1652347207.848875,"[300, 4000, 30, 320, 3000]",4
V4R49,"matmul(C,D)",1652347207.849694,1652347207.850384,"[300, 4000, 30, 320, 3000]",4
V4R49,"matmul(B,T_CD)",1652347207.850384,1652347207.853763,"[300, 4000, 30, 320, 3000]",4
V4R49,"matmul(A,T_BCD)",1652347207.853763,1652347207.883251,"[300, 4000, 30, 320, 3000]",4
V4R12,"matmul(C,D)",1652347207.884027,1652347207.884658,"[300, 4000, 30, 320, 3000]",4
V4R12,"matmul(B,T_CD)",1652347207.884658,1652347207.888357,"[300, 4000, 30, 320, 3000]",4
V4R12,"matmul(A,T_BCD)",1652347207.888357,1652347207.918419,"[300, 4000, 30, 320, 3000]",4
V1R45,"matmul(A,B)",1652347207.919322,1652347207.919848,"[300, 4000, 30, 320, 3000]",4
V1R45,"matmul(T_AB,C)",1652347207.919848,1652347207.919972,"[300, 4000, 30, 320, 3000]",4
V1R45,"matmul(T_ABC,D)",1652347207.919972,1652347207.922844,"[300, 4000, 30, 320, 3000]",4
V1R59,"matmul(A,B)",1652347207.923966,1652347207.924556,"[300, 4000, 30, 320, 3000]",4
V1R59,"matmul(T_AB,C)",1652347207.924556,1652347207.924638,"[300, 4000, 30, 320, 3000]",4
V1R59,"matmul(T_ABC,D)",1652347207.924638,1652347207.927498,"[300, 4000, 30, 320, 3000]",4
V2R62,"matmul(B,C)",1652347207.928547,1652347207.929062,"[300, 4000, 30, 320, 3000]",4
V2R62,"matmul(A,T_BC)",1652347207.929062,1652347207.933529,"[300, 4000, 30, 320, 3000]",4
V2R62,"matmul(T_ABC,D)",1652347207.933529,1652347207.936198,"[300, 4000, 30, 320, 3000]",4
V2R56,"matmul(B,C)",1652347207.937227,1652347207.937748,"[300, 4000, 30, 320, 3000]",4
V2R56,"matmul(A,T_BC)",1652347207.937748,1652347207.941934,"[300, 4000, 30, 320, 3000]",4
V2R56,"matmul(T_ABC,D)",1652347207.941934,1652347207.944949,"[300, 4000, 30, 320, 3000]",4
V5R53,"matmul(A,B)",1652347207.946054,1652347207.946882,"[300, 4000, 30, 320, 3000]",4
V5R53,"matmul(C,D)",1652347207.946882,1652347207.946883,"[300, 4000, 30, 320, 3000]",4
V5R53,"matmul(T_AB,T_CD)",1652347207.946883,1652347207.947249,"[300, 4000, 30, 320, 3000]",4
V1R0,"matmul(A,B)",1652347207.948256,1652347207.948731,"[300, 4000, 30, 320, 3000]",4
V1R0,"matmul(T_AB,C)",1652347207.948731,1652347207.948826,"[300, 4000, 30, 320, 3000]",4
V1R0,"matmul(T_ABC,D)",1652347207.948826,1652347207.952035,"[300, 4000, 30, 320, 3000]",4
V3R51,"matmul(B,C)",1652347207.95304,1652347207.953555,"[300, 4000, 30, 320, 3000]",4
V3R51,"matmul(T_BC,D)",1652347207.953555,1652347207.988455,"[300, 4000, 30, 320, 3000]",4
V3R51,"matmul(A,T_BCD)",1652347207.988455,1652347208.028561,"[300, 4000, 30, 320, 3000]",4
V3R4,"matmul(B,C)",1652347208.029824,1652347208.030394,"[300, 4000, 30, 320, 3000]",4
V3R4,"matmul(T_BC,D)",1652347208.030394,1652347208.062297,"[300, 4000, 30, 320, 3000]",4
V3R4,"matmul(A,T_BCD)",1652347208.062297,1652347208.092683,"[300, 4000, 30, 320, 3000]",4
V5R31,"matmul(A,B)",1652347208.093777,1652347208.094773,"[300, 4000, 30, 320, 3000]",4
V5R31,"matmul(C,D)",1652347208.094773,1652347208.094774,"[300, 4000, 30, 320, 3000]",4
V5R31,"matmul(T_AB,T_CD)",1652347208.094774,1652347208.095271,"[300, 4000, 30, 320, 3000]",4
V2R52,"matmul(B,C)",1652347208.096439,1652347208.097003,"[300, 4000, 30, 320, 3000]",4
V2R52,"matmul(A,T_BC)",1652347208.097003,1652347208.100425,"[300, 4000, 30, 320, 3000]",4
V2R52,"matmul(T_ABC,D)",1652347208.100425,1652347208.103154,"[300, 4000, 30, 320, 3000]",4
V3R13,"matmul(B,C)",1652347208.104236,1652347208.104783,"[300, 4000, 30, 320, 3000]",4
V3R13,"matmul(T_BC,D)",1652347208.104783,1652347208.145421,"[300, 4000, 30, 320, 3000]",4
V3R13,"matmul(A,T_BCD)",1652347208.145421,1652347208.201968,"[300, 4000, 30, 320, 3000]",4
V1R7,"matmul(A,B)",1652347208.203172,1652347208.203758,"[300, 4000, 30, 320, 3000]",4
V1R7,"matmul(T_AB,C)",1652347208.203758,1652347208.203903,"[300, 4000, 30, 320, 3000]",4
V1R7,"matmul(T_ABC,D)",1652347208.203903,1652347208.206515,"[300, 4000, 30, 320, 3000]",4
V5R63,"matmul(A,B)",1652347208.207571,1652347208.208517,"[300, 4000, 30, 320, 3000]",4
V5R63,"matmul(C,D)",1652347208.208517,1652347208.208518,"[300, 4000, 30, 320, 3000]",4
V5R63,"matmul(T_AB,T_CD)",1652347208.208518,1652347208.208918,"[300, 4000, 30, 320, 3000]",4
V2R35,"matmul(B,C)",1652347208.209999,1652347208.210534,"[300, 4000, 30, 320, 3000]",4
V2R35,"matmul(A,T_BC)",1652347208.210534,1652347208.214738,"[300, 4000, 30, 320, 3000]",4
V2R35,"matmul(T_ABC,D)",1652347208.214738,1652347208.2179,"[300, 4000, 30, 320, 3000]",4
V5R3,"matmul(A,B)",1652347208.218832,1652347208.219856,"[300, 4000, 30, 320, 3000]",4
V5R3,"matmul(C,D)",1652347208.219856,1652347208.219858,"[300, 4000, 30, 320, 3000]",4
V5R3,"matmul(T_AB,T_CD)",1652347208.219858,1652347208.220275,"[300, 4000, 30, 320, 3000]",4
V1R11,"matmul(A,B)",1652347208.221342,1652347208.221821,"[300, 4000, 30, 320, 3000]",4
V1R11,"matmul(T_AB,C)",1652347208.221821,1652347208.2219,"[300, 4000, 30, 320, 3000]",4
V1R11,"matmul(T_ABC,D)",1652347208.2219,1652347208.225134,"[300, 4000, 30, 320, 3000]",4
V3R12,"matmul(B,C)",1652347208.226235,1652347208.226809,"[300, 4000, 30, 320, 3000]",4
V3R12,"matmul(T_BC,D)",1652347208.226809,1652347208.271408,"[300, 4000, 30, 320, 3000]",4
V3R12,"matmul(A,T_BCD)",1652347208.271408,1652347208.302817,"[300, 4000, 30, 320, 3000]",4
V3R66,"matmul(B,C)",1652347208.305033,1652347208.305566,"[300, 4000, 30, 320, 3000]",4
V3R66,"matmul(T_BC,D)",1652347208.305566,1652347208.333276,"[300, 4000, 30, 320, 3000]",4
V3R66,"matmul(A,T_BCD)",1652347208.333276,1652347208.364309,"[300, 4000, 30, 320, 3000]",4
V5R27,"matmul(A,B)",1652347208.365387,1652347208.366251,"[300, 4000, 30, 320, 3000]",4
V5R27,"matmul(C,D)",1652347208.366251,1652347208.366252,"[300, 4000, 30, 320, 3000]",4
V5R27,"matmul(T_AB,T_CD)",1652347208.366252,1652347208.366691,"[300, 4000, 30, 320, 3000]",4
V2R42,"matmul(B,C)",1652347208.367738,1652347208.368379,"[300, 4000, 30, 320, 3000]",4
V2R42,"matmul(A,T_BC)",1652347208.368379,1652347208.373456,"[300, 4000, 30, 320, 3000]",4
V2R42,"matmul(T_ABC,D)",1652347208.373456,1652347208.37714,"[300, 4000, 30, 320, 3000]",4
V3R62,"matmul(B,C)",1652347208.378582,1652347208.379314,"[300, 4000, 30, 320, 3000]",4
V3R62,"matmul(T_BC,D)",1652347208.379314,1652347208.424995,"[300, 4000, 30, 320, 3000]",4
V3R62,"matmul(A,T_BCD)",1652347208.424995,1652347208.473914,"[300, 4000, 30, 320, 3000]",4
V1R43,"matmul(A,B)",1652347208.475462,1652347208.476073,"[300, 4000, 30, 320, 3000]",4
V1R43,"matmul(T_AB,C)",1652347208.476073,1652347208.476171,"[300, 4000, 30, 320, 3000]",4
V1R43,"matmul(T_ABC,D)",1652347208.476171,1652347208.483231,"[300, 4000, 30, 320, 3000]",4
V2R5,"matmul(B,C)",1652347208.484271,1652347208.484909,"[300, 4000, 30, 320, 3000]",4
V2R5,"matmul(A,T_BC)",1652347208.484909,1652347208.489534,"[300, 4000, 30, 320, 3000]",4
V2R5,"matmul(T_ABC,D)",1652347208.489534,1652347208.493423,"[300, 4000, 30, 320, 3000]",4
V5R36,"matmul(A,B)",1652347208.494555,1652347208.495758,"[300, 4000, 30, 320, 3000]",4
V5R36,"matmul(C,D)",1652347208.495758,1652347208.495759,"[300, 4000, 30, 320, 3000]",4
V5R36,"matmul(T_AB,T_CD)",1652347208.495759,1652347208.496283,"[300, 4000, 30, 320, 3000]",4
V3R65,"matmul(B,C)",1652347208.497228,1652347208.497938,"[300, 4000, 30, 320, 3000]",4
V3R65,"matmul(T_BC,D)",1652347208.497938,1652347208.544141,"[300, 4000, 30, 320, 3000]",4
V3R65,"matmul(A,T_BCD)",1652347208.544141,1652347208.595773,"[300, 4000, 30, 320, 3000]",4
V5R7,"matmul(A,B)",1652347208.597333,1652347208.59853,"[300, 4000, 30, 320, 3000]",4
V5R7,"matmul(C,D)",1652347208.59853,1652347208.598532,"[300, 4000, 30, 320, 3000]",4
V5R7,"matmul(T_AB,T_CD)",1652347208.598532,1652347208.59904,"[300, 4000, 30, 320, 3000]",4
V3R8,"matmul(B,C)",1652347208.600148,1652347208.600788,"[300, 4000, 30, 320, 3000]",4
V3R8,"matmul(T_BC,D)",1652347208.600788,1652347208.65093,"[300, 4000, 30, 320, 3000]",4
V3R8,"matmul(A,T_BCD)",1652347208.65093,1652347208.702976,"[300, 4000, 30, 320, 3000]",4
V5R61,"matmul(A,B)",1652347208.704179,1652347208.705423,"[300, 4000, 30, 320, 3000]",4
V5R61,"matmul(C,D)",1652347208.705423,1652347208.705425,"[300, 4000, 30, 320, 3000]",4
V5R61,"matmul(T_AB,T_CD)",1652347208.705425,1652347208.706126,"[300, 4000, 30, 320, 3000]",4
V2R50,"matmul(B,C)",1652347208.707636,1652347208.708487,"[300, 4000, 30, 320, 3000]",4
V2R50,"matmul(A,T_BC)",1652347208.708487,1652347208.71378,"[300, 4000, 30, 320, 3000]",4
V2R50,"matmul(T_ABC,D)",1652347208.71378,1652347208.717816,"[300, 4000, 30, 320, 3000]",4
V1R16,"matmul(A,B)",1652347208.718871,1652347208.719475,"[300, 4000, 30, 320, 3000]",4
V1R16,"matmul(T_AB,C)",1652347208.719475,1652347208.719558,"[300, 4000, 30, 320, 3000]",4
V1R16,"matmul(T_ABC,D)",1652347208.719558,1652347208.72302,"[300, 4000, 30, 320, 3000]",4
V3R33,"matmul(B,C)",1652347208.72432,1652347208.725035,"[300, 4000, 30, 320, 3000]",4
V3R33,"matmul(T_BC,D)",1652347208.725035,1652347208.77229,"[300, 4000, 30, 320, 3000]",4
V3R33,"matmul(A,T_BCD)",1652347208.77229,1652347208.821215,"[300, 4000, 30, 320, 3000]",4
V4R22,"matmul(C,D)",1652347208.822427,1652347208.823145,"[300, 4000, 30, 320, 3000]",4
V4R22,"matmul(B,T_CD)",1652347208.823145,1652347208.828504,"[300, 4000, 30, 320, 3000]",4
V4R22,"matmul(A,T_BCD)",1652347208.828504,1652347208.881573,"[300, 4000, 30, 320, 3000]",4
V4R5,"matmul(C,D)",1652347208.882702,1652347208.883387,"[300, 4000, 30, 320, 3000]",4
V4R5,"matmul(B,T_CD)",1652347208.883387,1652347208.88955,"[300, 4000, 30, 320, 3000]",4
V4R5,"matmul(A,T_BCD)",1652347208.88955,1652347208.953234,"[300, 4000, 30, 320, 3000]",4
V4R30,"matmul(C,D)",1652347208.954683,1652347208.955454,"[300, 4000, 30, 320, 3000]",4
V4R30,"matmul(B,T_CD)",1652347208.955454,1652347208.962149,"[300, 4000, 30, 320, 3000]",4
V4R30,"matmul(A,T_BCD)",1652347208.962149,1652347209.021694,"[300, 4000, 30, 320, 3000]",4
V5R10,"matmul(A,B)",1652347209.02293,1652347209.02554,"[300, 4000, 30, 320, 3000]",4
V5R10,"matmul(C,D)",1652347209.02554,1652347209.02561,"[300, 4000, 30, 320, 3000]",4
V5R10,"matmul(T_AB,T_CD)",1652347209.02561,1652347209.026272,"[300, 4000, 30, 320, 3000]",4
V1R20,"matmul(A,B)",1652347209.028118,1652347209.02965,"[300, 4000, 30, 320, 3000]",4
V1R20,"matmul(T_AB,C)",1652347209.02965,1652347209.029794,"[300, 4000, 30, 320, 3000]",4
V1R20,"matmul(T_ABC,D)",1652347209.029794,1652347209.035582,"[300, 4000, 30, 320, 3000]",4
V5R11,"matmul(A,B)",1652347209.037586,1652347209.039375,"[300, 4000, 30, 320, 3000]",4
V5R11,"matmul(C,D)",1652347209.039375,1652347209.039377,"[300, 4000, 30, 320, 3000]",4
V5R11,"matmul(T_AB,T_CD)",1652347209.039377,1652347209.040047,"[300, 4000, 30, 320, 3000]",4
V1R1,"matmul(A,B)",1652347209.041637,1652347209.042706,"[300, 4000, 30, 320, 3000]",4
V1R1,"matmul(T_AB,C)",1652347209.042706,1652347209.042892,"[300, 4000, 30, 320, 3000]",4
V1R1,"matmul(T_ABC,D)",1652347209.042892,1652347209.047568,"[300, 4000, 30, 320, 3000]",4
V1R64,"matmul(A,B)",1652347209.049275,1652347209.050248,"[300, 4000, 30, 320, 3000]",4
V1R64,"matmul(T_AB,C)",1652347209.050248,1652347209.050421,"[300, 4000, 30, 320, 3000]",4
V1R64,"matmul(T_ABC,D)",1652347209.050421,1652347209.055042,"[300, 4000, 30, 320, 3000]",4
V3R18,"matmul(B,C)",1652347209.05671,1652347209.057862,"[300, 4000, 30, 320, 3000]",4
V3R18,"matmul(T_BC,D)",1652347209.057862,1652347209.112504,"[300, 4000, 30, 320, 3000]",4
V3R18,"matmul(A,T_BCD)",1652347209.112504,1652347209.187204,"[300, 4000, 30, 320, 3000]",4
V2R9,"matmul(B,C)",1652347209.189273,1652347209.191018,"[300, 4000, 30, 320, 3000]",4
V2R9,"matmul(A,T_BC)",1652347209.191018,1652347209.198278,"[300, 4000, 30, 320, 3000]",4
V2R9,"matmul(T_ABC,D)",1652347209.198278,1652347209.203561,"[300, 4000, 30, 320, 3000]",4
V5R29,"matmul(A,B)",1652347209.205679,1652347209.209429,"[300, 4000, 30, 320, 3000]",4
V5R29,"matmul(C,D)",1652347209.209429,1652347209.209432,"[300, 4000, 30, 320, 3000]",4
V5R29,"matmul(T_AB,T_CD)",1652347209.209432,1652347209.210111,"[300, 4000, 30, 320, 3000]",4
V3R41,"matmul(B,C)",1652347209.212138,1652347209.213355,"[300, 4000, 30, 320, 3000]",4
V3R41,"matmul(T_BC,D)",1652347209.213355,1652347209.271395,"[300, 4000, 30, 320, 3000]",4
V3R41,"matmul(A,T_BCD)",1652347209.271395,1652347209.336774,"[300, 4000, 30, 320, 3000]",4
V5R13,"matmul(A,B)",1652347209.338405,1652347209.339853,"[300, 4000, 30, 320, 3000]",4
V5R13,"matmul(C,D)",1652347209.339853,1652347209.339855,"[300, 4000, 30, 320, 3000]",4
V5R13,"matmul(T_AB,T_CD)",1652347209.339855,1652347209.340809,"[300, 4000, 30, 320, 3000]",4
V1R67,"matmul(A,B)",1652347209.342535,1652347209.343632,"[300, 4000, 30, 320, 3000]",4
V1R67,"matmul(T_AB,C)",1652347209.343632,1652347209.343746,"[300, 4000, 30, 320, 3000]",4
V1R67,"matmul(T_ABC,D)",1652347209.343746,1652347209.348308,"[300, 4000, 30, 320, 3000]",4
V1R29,"matmul(A,B)",1652347209.349747,1652347209.350431,"[300, 4000, 30, 320, 3000]",4
