ID,Operation,Start time,End time,Dims,Num Threads
V1R1,(L7 L7^T) = M,247.31650710105896,248.42467498779297,"[2500, 500]",1
V1R1,tmp57 = (X^T L7^-T),248.42467498779297,252.97180604934692,"[2500, 500]",1
V1R1,tmp12 = (L7^-1 X),252.97180604934692,252.97181010246277,"[2500, 500]",1
V1R1,tmp14 = (tmp12^T tmp12),252.97181010246277,258.17822790145874,"[2500, 500]",1
V1R1,tmp68 = (L7^-1 y),258.17822790145874,258.1795530319214,"[2500, 500]",1
V1R1,(L15 L15^T) = tmp14,258.1795530319214,258.2703609466553,"[2500, 500]",1
V1R1,tmp21 = (tmp12^T tmp68),258.2703609466553,258.2812581062317,"[2500, 500]",1
V1R1,tmp23 = (L15^-1 tmp21),258.2812581062317,258.3686590194702,"[2500, 500]",1
V1R1,tmp24 = (L15^-T tmp23),258.3686590194702,258.4131829738617,"[2500, 500]",1
V1R1,b = tmp24,258.4131829738617,258.4131860733032,"[2500, 500]",1
V1R2,(L7 L7^T) = M,258.4246470928192,259.5342791080475,"[2500, 500]",1
V1R2,tmp57 = (X^T L7^-T),259.5342791080475,263.9940800666809,"[2500, 500]",1
V1R2,tmp12 = (L7^-1 X),263.9940800666809,263.99408507347107,"[2500, 500]",1
V1R2,tmp14 = (tmp12^T tmp12),263.99408507347107,268.86802792549133,"[2500, 500]",1
V1R2,tmp68 = (L7^-1 y),268.86802792549133,268.8690240383148,"[2500, 500]",1
V1R2,(L15 L15^T) = tmp14,268.8690240383148,268.95476388931274,"[2500, 500]",1
V1R2,tmp21 = (tmp12^T tmp68),268.95476388931274,268.9659960269928,"[2500, 500]",1
V1R2,tmp23 = (L15^-1 tmp21),268.9659960269928,269.05326199531555,"[2500, 500]",1
V1R2,tmp24 = (L15^-T tmp23),269.05326199531555,269.09979605674744,"[2500, 500]",1
V1R2,b = tmp24,269.09979605674744,269.0997989177704,"[2500, 500]",1
V1R3,(L7 L7^T) = M,269.11092495918274,270.2152490615845,"[2500, 500]",1
V1R3,tmp57 = (X^T L7^-T),270.2152490615845,274.6984050273895,"[2500, 500]",1
V1R3,tmp12 = (L7^-1 X),274.6984050273895,274.6984100341797,"[2500, 500]",1
V1R3,tmp14 = (tmp12^T tmp12),274.6984100341797,279.52198600769043,"[2500, 500]",1
V1R3,tmp68 = (L7^-1 y),279.52198600769043,279.5230119228363,"[2500, 500]",1
V1R3,(L15 L15^T) = tmp14,279.5230119228363,279.6089611053467,"[2500, 500]",1
V1R3,tmp21 = (tmp12^T tmp68),279.6089611053467,279.61992502212524,"[2500, 500]",1
V1R3,tmp23 = (L15^-1 tmp21),279.61992502212524,279.71488404273987,"[2500, 500]",1
V1R3,tmp24 = (L15^-T tmp23),279.71488404273987,279.76000809669495,"[2500, 500]",1
V1R3,b = tmp24,279.76000809669495,279.7600109577179,"[2500, 500]",1
V1R4,(L7 L7^T) = M,279.77187991142273,280.89476799964905,"[2500, 500]",1
V1R4,tmp57 = (X^T L7^-T),280.89476799964905,285.37622904777527,"[2500, 500]",1
V1R4,tmp12 = (L7^-1 X),285.37622904777527,285.37623500823975,"[2500, 500]",1
V1R4,tmp14 = (tmp12^T tmp12),285.37623500823975,290.2130870819092,"[2500, 500]",1
V1R4,tmp68 = (L7^-1 y),290.2130870819092,290.21439909935,"[2500, 500]",1
V1R4,(L15 L15^T) = tmp14,290.21439909935,290.2992959022522,"[2500, 500]",1
V1R4,tmp21 = (tmp12^T tmp68),290.2992959022522,290.3102810382843,"[2500, 500]",1
V1R4,tmp23 = (L15^-1 tmp21),290.3102810382843,290.4038200378418,"[2500, 500]",1
V1R4,tmp24 = (L15^-T tmp23),290.4038200378418,290.4491539001465,"[2500, 500]",1
V1R4,b = tmp24,290.4491539001465,290.449156999588,"[2500, 500]",1
